,Comments,Comment ID
271,4 din sale ka wait kiya soch ke oneplus 11r pe achhi deal milegi but Amazon walon ne toh bs ₹1 ki deal de di 🥴,804851_1
272,Realme Gt 2 is also great budget flagship killer device available at 25K.,433939_1
273,Best mobile for 20k super confused ???,255095_1
274,Samsung galaxy Buds pro 2 with bank discount available at 8480rs which is the best deal the OnePlus buds.,104763_1
275,"Hey guys, except Samsung S20FE, others deals are good enough. I had S21FE in last year (@32k) and now bught Realme GT new 3t @18k (in 6 month No Cost EMI)...",468429_1
276,Samsung galaxy Buds pro 2 with bank discount available at 8480rs which is the best deal the OnePlus buds.,349443_1
277,Guys stay away from amazon they are literally robbing customers by sending fake products inside original product boxs and then refuse to refund stating the correct items were delivered to you as per the order (even if orders are amazon fulfilled),499919_1
278,Where is GT 2 pro?? its around 35k..,859810_1
279,Pixel 7 is available at 49k for a long time. Are you guys living under rock or wut!,167305_1
280,"You are always really great❤, not like others who literally support the brand and actually start advertising for them",69330_1
281,"Can somebody tell me how is he traking the price ?
M talking about the last part OnePlus price track.",707029_1
282,Pixel 6a,18365_1
283,I am going to subscribe.,674062_1
284,Quality content.,749001_1
285,s20fe is not good it doesn't have any update remaining,521764_1
286,Paisa nahin Hain Bhai .kuch jugaad kar na . 😵‍💫,456294_1
287,Is galaxy buds 2 pro 11k a good deal?,65718_1
288,"Hey I got Samung galaxy buds2 Pro for 9500/- . It was going for 15999 , then i had 6500 icici card discount (5000+ 1500 prime). Its the best deal and it got delivered just 1 hour ago!!!!",482114_1
289,1:33 the text typing sound is annoying,616766_1
290,"Gigabyte g5 gd, with discounts its the cheapest rtx 3050 laptop available",702171_1
291,Checkout asus s14 intel evo i5  with h series 12th gen processor that is a beast under 60000,809795_1
292,Galaxy book 3 at 56K.,691568_1
293,i think before buying online one should always look for offline store ......i got S23 Ultra for 1.01 lakh .....512 gb ......after GST rebate ......invoice value was 1.15 lakh ......,504518_1
294,Samsung buds 2 at 6k,154096_1
295,22K ko just nahi bolte bhai 💀,628827_1
296,"Oppo enco buds 2 at 1599 

Normal price 1799",297282_1
297,"Motorola Egde 30 Ultra Launch at 
59,999 Offer Price 44,999 (128) 58,999 (256)",387693_1
298,Sir  redmi k50i,345430_1
299,"You got card discounts wrong. Its 10% upto 1750 not fixed discount of 1750.  So galaxy watch,AirPods Pro and one plus earbuds would cost more.",457491_1
300,Realme GT 2 with SD 888,385789_1
301,Is pixel 6 still worth in 2023,970311_1
302,I just baught samsung buds 2 pro at 9740 from Amazon which are mostly around 16K,996964_1
303,Always on point and great video. Appreciated. Buyed Galaxy Watch 4 LTE version at 12K.,216278_1
304,What about the galaxy book 3 i5 13 gen at 50k ?,323991_1
305,"Realme GT 2 for 25k getting snapdragon 888
Also realme GT 2 PRO for 35k for 8gen 1 and 2k display",53244_1
306,I got the apple watch series 8 deal for around 30k. Fantastic deal,794351_1
307,"GUYS!! 
Realme GT 2 PRO is available at 43K (12gb + 256gb) and 39k for 8gb varient.
This phone is way better than s21fe or s20 FE 5G.
THIS ONE HAS 2K Screen!!!",3964_1
308,"S20 FE 5G already at the end of update cycle, a good deal? How come?",418888_1
309,"Galaxy buds 2 pro for 9500 
Go for it guys🎉🎉",103949_1
310,Which extension or software you use for price history?,532607_1
311,What about nothing ear 2 @ ₹8099,832874_1
312,"see asus vivobook s14 oled, original is 70,000 but now it's available for 58k",328333_1
313,Although i m broke asf right now and don't have any plans to purchase anything this summer i still watch these deal videos. 😥🤟😤,688043_1
314,Realme gt 2 at 25 k 🧐,332686_1
315,Me watching this video with bank balance of ₹ 7.00,929853_1
316,Galaxy S21 FE's brightness in outdoor is very low. Battery backup is also just ok type. Consider these issues before buying because no youtuber is gonna tell you about these issues.,930494_1
317,"Hello team beebom,.... I'm getting samsung s21fe at 27k after older pbone exchange...is it wise decision to purchase it. Do share your valuable suggestions. Thank You",756214_1
318,How is the s20fe battery bckup,927871_1
319,25 k real gt 2,8883_1
320,Here me watching this video having 3000 in my bank account 😂,974302_1
321,"Already ordered S21FE yesterday , excited to see it, purchased it at 30k",899145_1
322,how is Realme GT 2 (Snapdragon 888 processor) for Rs.15K (with exchange of my poco x4 pro and bank offers),647687_1
323,How can I see usual and sale prices in a chart like you?,485395_1
324,that tik tik sound irritates with earphones🥴🥴,614720_2
325,Pixel 7A at BBD sale,270460_1
326,"Very clear video on deals 
Make like this video on every sale please",665631_1
327,Love you Beebom,167886_1
328,what is that price graph app called,259510_1
329,can you please share which extension/software you're using to check price graph ?,281906_1
330,This video's are interesting now a days🎉🎉🎉,867100_1
331,Sale kab se suru hone wala hai,204241_1
332,Realme gt 2,909318_1
333,"Samsung s20 Fe or S21 Fe, for minor gaming and good camera. I don't want to go for Iqoo but i am open to it if the camera's are good.",546913_1
334,"iPad 9th gen for 24k is great deal. Also on s6 lite.
:)",720293_1
335,Beebom never fails to impress..only the things which really matter. No prolonged video and stating actual price with separate additional discount. You guys rock.,849404_1
336,"I bought a Pixel 6a for ₹25,500.",863831_1
337,the s21 fe  bank discount of hdfc is for normal purchase or emi  on samsung website? i dont understand,414288_1
